transaction_id,purchase_date,transaction_status,customer_id,customer_name,customer_email,customer_country,customer_city,customer_phone,customer_birthday,customer_address,product_id,product_name,product_category,product_price,quantity_purchased,currency,shipping_address,shipping_city,shipping_country
7842580,2024-05-24T00:00:00,Pending,26083,Зинаида Тарасовна Гаврилова,gremislav_2015@example.com,Belarus,Brest,+7 678 040 69 37,1965-09-15,"г. Тамбей, пер. Учительский, д. 7/9, 225471",6536,Book A,Books,4.99,5,USD,"г. Тамбей, пер. Учительский, д. 7/9, 225471",Brest,Belarus
8116239,2024-11-16T00:00:00,Shipped,24075,Таисия Кузьминична Субботина,irakli1970@example.net,Kazakhstan,Shymkent,+7 (053) 958-72-06,1963-07-27,"с. Малоярославец, наб. Приозерная, д. 967 стр. 4, 590107",543,Washing Machine,Home Appliance,100.0,3,USD,"с. Малоярославец, наб. Приозерная, д. 967 стр. 4, 590107",Shymkent,Kazakhstan
3606188,2024-10-27T00:00:00,Delivered,2846,Данилов Селиверст Арсенович,ytretjakova@example.org,Uzbekistan,Tashkent,+7 104 136 04 58,1979-02-27,"клх Игарка, ул. Минина, д. 66 к. 59, 760210",3792,Book B,Books,5.49,2,USD,"клх Игарка, ул. Минина, д. 66 к. 59, 760210",Tashkent,Uzbekistan
2344556,2024-10-07T00:00:00,Delivered,27340,Олег Августович Харитонов,dmerkusheva@example.org,Uzbekistan,Namangan,8 848 260 2350,2002-10-18,"к. Карачаевск, ул. Рыбацкая, д. 5/2 к. 39, 036883",4080,Book B,Books,5.49,7,USD,"к. Карачаевск, ул. Рыбацкая, д. 5/2 к. 39, 036883",Namangan,Uzbekistan
1760663,2024-11-20T00:00:00,Pending,27868,Симонова Иванна Леонидовна,zinovidementev@example.org,Russia,Saint Petersburg,+7 496 467 7485,1963-09-14,"д. Камень-на-Оби, пр. Тургенева, д. 791 стр. 9/6, 445291",2820,Book B,Books,5.49,5,USD,"д. Камень-на-Оби, пр. Тургенева, д. 791 стр. 9/6, 445291",Saint Petersburg,Russia
1258383,2024-10-08T00:00:00,Shipped,15719,Лидия Эльдаровна Копылова,artemi_30@example.org,Georgia,Batumi,+72764402627,1968-11-17,"п. Шатура, ш. Путейское, д. 11 стр. 95, 856776",4622,Book B,Books,5.49,2,USD,"п. Шатура, ш. Путейское, д. 11 стр. 95, 856776",Batumi,Georgia
9956360,2024-03-28T00:00:00,Delivered,9046,Афиноген Абрамович Суворов,hlavrenteva@example.com,Belarus,Mogilev,+78711688984,1992-09-06,"г. Кетченеры, пр. Боровой, д. 8/4, 000167",8580,Microwave,Kitchen,25.0,10,USD,"г. Кетченеры, пр. Боровой, д. 8/4, 000167",Mogilev,Belarus
1907396,2024-08-15T00:00:00,Shipped,42749,Марков Андроник Фролович,xsamsonova@example.net,Belarus,Minsk,+7 (612) 531-66-40,1966-10-11,"ст. Оренбург, ул. Тепличная, д. 353 стр. 43, 189434",715,Book B,Books,5.49,7,USD,"ст. Оренбург, ул. Тепличная, д. 353 стр. 43, 189434",Minsk,Belarus
2968286,2024-06-10T00:00:00,Shipped,9818,Субботин Федот Адрианович,ignatovanaina@example.com,Georgia,Rustavi,+7 (813) 940-9919,1978-03-14,"с. Пермь, ш. Морозова, д. 1 стр. 750, 979978",8019,Book A,Books,4.99,3,USD,"с. Пермь, ш. Морозова, д. 1 стр. 750, 979978",Rustavi,Georgia
3352107,2024-01-16T00:00:00,Shipped,2901,Евдокия Кузьминична Исаева,jakovlevapollinari@example.org,Kyrgyzstan,Karakol,+7 762 076 87 62,1962-04-17,"ст. Игнашино, алл. Линейная, д. 4/3, 078596",8851,Book B,Books,5.49,7,USD,"ст. Игнашино, алл. Линейная, д. 4/3, 078596",Karakol,Kyrgyzstan
1976219,2024-12-27T00:00:00,Delivered,30610,Селиверстова Алла Макаровна,strelkovolimpi@example.com,Georgia,Batumi,8 (169) 101-92-27,1998-01-24,"д. Каменск-Шахтинский, пр. Короленко, д. 6/6, 358603",5729,Microwave,Kitchen,25.0,9,USD,"д. Каменск-Шахтинский, пр. Короленко, д. 6/6, 358603",Batumi,Georgia
1912234,2024-11-21T00:00:00,Delivered,8559,Ия Борисовна Ларионова,irakli82@example.net,Kazakhstan,Astana,8 (963) 227-16-95,1964-06-18,"п. Югорск, алл. Виноградная, д. 3 к. 4/4, 833482",98,Book A,Books,4.99,6,USD,"п. Югорск, алл. Виноградная, д. 3 к. 4/4, 833482",Astana,Kazakhstan
8668385,2024-08-25T00:00:00,Pending,20717,Мартьян Валерьевич Аксенов,onufri2002@example.org,Kyrgyzstan,Karakol,8 600 786 88 85,1996-10-22,"к. Валдай, ул. Леваневского, д. 949, 781251",5887,T-shirt,Clothing,8.5,5,USD,"к. Валдай, ул. Леваневского, д. 949, 781251",Karakol,Kyrgyzstan
8461644,2024-07-02T00:00:00,Delivered,23260,Викентий Владиславович Цветков,roman1971@example.net,Kyrgyzstan,Karakol,8 (137) 902-4225,1993-11-25,"с. Славянск-на-Кубани, ул. Ярославская, д. 5/9, 419932",3618,Book A,Books,4.99,7,USD,"с. Славянск-на-Кубани, ул. Ярославская, д. 5/9, 419932",Karakol,Kyrgyzstan
4182605,2024-10-03T00:00:00,Pending,17721,Никита Ярославович Агафонов,tihonovmatve@example.net,Kyrgyzstan,Karakol,8 (098) 816-64-14,1974-08-13,"п. Ижевск, наб. Привольная, д. 78, 263389",4169,Book B,Books,5.49,3,USD,"п. Ижевск, наб. Привольная, д. 78, 263389",Karakol,Kyrgyzstan
7123408,2024-09-24T00:00:00,Pending,48821,Карпова Валентина Архиповна,smirnovdmitri@example.org,Kazakhstan,Shymkent,8 (848) 042-46-72,1979-08-10,"клх Мураши, алл. Семашко, д. 1/4 к. 39, 653286",4747,T-shirt,Clothing,8.5,10,USD,"клх Мураши, алл. Семашко, д. 1/4 к. 39, 653286",Shymkent,Kazakhstan
1811603,2024-08-15T00:00:00,Shipped,1323,Анастасия Ниловна Копылова,tit2007@example.com,Uzbekistan,Samarkand,8 (358) 186-2260,1970-11-14,"д. Ставрополь, наб. Смоленская, д. 3, 423839",5777,Microwave,Kitchen,25.0,3,USD,"д. Ставрополь, наб. Смоленская, д. 3, 423839",Samarkand,Uzbekistan
9940812,2024-11-25T00:00:00,Shipped,47380,Блохина Лора Петровна,blukina@example.net,Kyrgyzstan,Bishkek,+7 (553) 416-33-83,1977-09-25,"к. Раменское, наб. Кузнечная, д. 8/6, 170845",2616,Book B,Books,5.49,6,USD,"к. Раменское, наб. Кузнечная, д. 8/6, 170845",Bishkek,Kyrgyzstan
1304148,2024-09-22T00:00:00,Pending,35666,Игнатьев Борис Демидович,lavrentimironov@example.net,Uzbekistan,Andijan,8 982 577 89 68,1961-12-06,"п. Чермоз, алл. Станционная, д. 1/8, 588191",5063,Microwave,Kitchen,25.0,6,USD,"п. Чермоз, алл. Станционная, д. 1/8, 588191",Andijan,Uzbekistan
8389969,2024-07-28T00:00:00,Pending,42251,Анастасия Степановна Мишина,djachkovpankrat@example.net,Kyrgyzstan,Karakol,+7 (893) 250-2998,1969-03-21,"к. Советский, наб. Бабушкина, д. 3/8 к. 475, 372635",8204,Book B,Books,5.49,4,USD,"к. Советский, наб. Бабушкина, д. 3/8 к. 475, 372635",Karakol,Kyrgyzstan
4593261,2024-07-12T00:00:00,Delivered,48316,Дмитриева Нонна Вадимовна,anna_44@example.net,Belarus,Gomel,8 (099) 967-7680,1967-02-01,"д. Двинской, ул. 50 лет Победы, д. 68 стр. 8/9, 734378",182,Book A,Books,4.99,4,USD,"д. Двинской, ул. 50 лет Победы, д. 68 стр. 8/9, 734378",Gomel,Belarus
2038808,2024-07-26T00:00:00,Shipped,38988,Степанов Василий Яковлевич,savvati_1975@example.com,Russia,Moscow,+76943902230,1967-11-07,"д. Ербогачен, ул. Павлова, д. 5/2 к. 69, 292689",3613,Book A,Books,4.99,10,USD,"д. Ербогачен, ул. Павлова, д. 5/2 к. 69, 292689",Moscow,Russia
8197591,2024-01-05T00:00:00,Delivered,30466,Молчанова Ираида Артемовна,naina24@example.org,Uzbekistan,Tashkent,85260024218,1999-11-26,"г. Шерегеш, наб. Достоевского, д. 81 к. 3, 196640",3175,Book B,Books,5.49,6,USD,"г. Шерегеш, наб. Достоевского, д. 81 к. 3, 196640",Tashkent,Uzbekistan
5086364,2024-03-04T00:00:00,Pending,49642,Виктория Макаровна Блохина,praskovja32@example.net,Kyrgyzstan,Tokmok,8 847 520 4362,1976-02-19,"к. Ивдель, ш. Чапаева, д. 47 к. 38, 361480",8688,Washing Machine,Home Appliance,100.0,6,USD,"к. Ивдель, ш. Чапаева, д. 47 к. 38, 361480",Tokmok,Kyrgyzstan
7431150,2024-10-09T00:00:00,Shipped,34051,Королева Ольга Владимировна,milovan1991@example.com,Georgia,Zugdidi,87771849801,1988-09-09,"клх Москва, ш. Родниковое, д. 3/1 стр. 70, 918933",2847,Book B,Books,5.49,6,USD,"клх Москва, ш. Родниковое, д. 3/1 стр. 70, 918933",Zugdidi,Georgia
6417003,2024-01-17T00:00:00,Pending,9650,Рюрик Евстигнеевич Чернов,kudrjavtsevljubosmisl@example.net,Uzbekistan,Andijan,82924722660,1990-05-12,"к. Борзя, бул. Мирный, д. 130 к. 550, 324988",2983,Microwave,Kitchen,25.0,7,USD,"к. Борзя, бул. Мирный, д. 130 к. 550, 324988",Andijan,Uzbekistan
8897928,2024-03-07T00:00:00,Pending,45176,Нонна Владимировна Мишина,savva_63@example.org,Kazakhstan,Aktobe,8 (427) 845-0412,1989-09-26,"ст. Лысьва, наб. Фрунзе, д. 778 стр. 2, 781020",5873,Microwave,Kitchen,25.0,5,USD,"ст. Лысьва, наб. Фрунзе, д. 778 стр. 2, 781020",Aktobe,Kazakhstan
3113810,2024-10-24T00:00:00,Delivered,28920,Васильева Иванна Рудольфовна,lidija_2024@example.com,Kyrgyzstan,Bishkek,+7 796 686 95 50,1993-02-28,"клх Малгобек, ул. Стадионная, д. 1/5 к. 4, 907047",3846,Book B,Books,5.49,1,USD,"клх Малгобек, ул. Стадионная, д. 1/5 к. 4, 907047",Bishkek,Kyrgyzstan
6253727,2024-02-11T00:00:00,Delivered,2043,Быкова Таисия Ниловна,ivanovakim@example.net,Georgia,Kutaisi,+7 278 531 8465,1992-09-13,"г. Чулым, пер. Энтузиастов, д. 129, 349743",1686,Microwave,Kitchen,25.0,10,USD,"г. Чулым, пер. Энтузиастов, д. 129, 349743",Kutaisi,Georgia
7402365,2024-04-04T00:00:00,Pending,26041,Юлия Робертовна Кузьмина,emil_2013@example.org,Russia,Novosibirsk,83345575349,1998-05-05,"с. Луга, алл. Смирнова, д. 2/8 к. 7/3, 797982",6894,T-shirt,Clothing,8.5,10,USD,"с. Луга, алл. Смирнова, д. 2/8 к. 7/3, 797982",Novosibirsk,Russia
2980664,2024-02-02T00:00:00,Pending,27791,Агафья Аркадьевна Бобылева,danilovjanuari@example.com,Russia,Nizhny Novgorod,+7 (604) 482-54-45,1971-03-16,"п. Эльбрус, алл. Гончарова, д. 9, 821506",8469,Book A,Books,4.99,4,USD,"п. Эльбрус, алл. Гончарова, д. 9, 821506",Nizhny Novgorod,Russia
5089339,2024-04-14T00:00:00,Delivered,20697,Антип Гордеевич Мельников,mdementeva@example.net,Georgia,Tbilisi,+79971023821,1982-04-29,"п. Онега, ул. Рыбацкая, д. 10 к. 3, 521106",6092,Book A,Books,4.99,2,USD,"п. Онега, ул. Рыбацкая, д. 10 к. 3, 521106",Tbilisi,Georgia
7725858,2024-08-03T00:00:00,Shipped,19166,Элеонора Васильевна Соболева,kozlovereme@example.org,Uzbekistan,Samarkand,+75703423995,1959-08-24,"к. Якша, ш. Терешковой, д. 2 стр. 6/5, 112027",8445,T-shirt,Clothing,8.5,3,USD,"к. Якша, ш. Терешковой, д. 2 стр. 6/5, 112027",Samarkand,Uzbekistan
1188073,2024-12-26T00:00:00,Pending,35551,Анатолий Демьянович Пономарев,karl_88@example.com,Georgia,Kutaisi,+7 (329) 814-6695,2001-09-19,"п. Шатки, наб. Циолковского, д. 228 стр. 2/9, 749575",5204,Book B,Books,5.49,4,USD,"п. Шатки, наб. Циолковского, д. 228 стр. 2/9, 749575",Kutaisi,Georgia
3457517,2024-12-19T00:00:00,Delivered,42487,Никонова Евдокия Леоновна,kim_1991@example.net,Belarus,Gomel,8 (695) 130-7987,1974-05-02,"клх Кизел, ул. Родниковая, д. 6/5 к. 21, 605284",8155,Book A,Books,4.99,7,USD,"клх Кизел, ул. Родниковая, д. 6/5 к. 21, 605284",Gomel,Belarus
1021778,2024-08-20T00:00:00,Pending,38085,Лора Константиновна Зиновьева,nazar_05@example.com,Georgia,Batumi,+7 (790) 981-36-69,1995-03-19,"г. Байкальск, наб. Олимпийская, д. 78 стр. 441, 564707",2841,T-shirt,Clothing,8.5,1,USD,"г. Байкальск, наб. Олимпийская, д. 78 стр. 441, 564707",Batumi,Georgia
9582895,2024-03-19T00:00:00,Delivered,3340,Лаврентьева Валерия Филипповна,seleznevlavrenti@example.net,Uzbekistan,Samarkand,8 (600) 988-78-57,1975-12-12,"д. Томск, ул. Громова, д. 491 к. 556, 234348",8046,Washing Machine,Home Appliance,100.0,5,USD,"д. Томск, ул. Громова, д. 491 к. 556, 234348",Samarkand,Uzbekistan
9908833,2024-11-25T00:00:00,Shipped,751,Мариан Юльевич Терентьев,tlihachev@example.net,Georgia,Tbilisi,+71768997717,1970-09-26,"с. Углегорск, алл. Запорожская, д. 4 стр. 701, 620460",4926,Microwave,Kitchen,25.0,3,USD,"с. Углегорск, алл. Запорожская, д. 4 стр. 701, 620460",Tbilisi,Georgia
8196768,2024-04-12T00:00:00,Shipped,24534,Волкова Ольга Дмитриевна,lukaanisimov@example.org,Uzbekistan,Andijan,+7 (267) 582-2262,1997-03-16,"к. Воскресенск, бул. Малый, д. 2/5 стр. 931, 070280",559,T-shirt,Clothing,8.5,6,USD,"к. Воскресенск, бул. Малый, д. 2/5 стр. 931, 070280",Andijan,Uzbekistan
6054647,2024-08-21T00:00:00,Shipped,24101,Ангелина Станиславовна Андреева,leontiloginov@example.org,Kyrgyzstan,Bishkek,8 762 423 20 11,1967-09-11,"п. Кашхатау, наб. Черняховского, д. 864 к. 871, 703936",9468,Washing Machine,Home Appliance,100.0,3,USD,"п. Кашхатау, наб. Черняховского, д. 864 к. 871, 703936",Bishkek,Kyrgyzstan
9402400,2024-12-09T00:00:00,Shipped,45537,Светлана Эльдаровна Орехова,anisimovmstislav@example.org,Kazakhstan,Karaganda,8 (592) 860-80-25,1984-02-13,"к. Великий Устюг, наб. Шоссейная, д. 3 к. 278, 030911",6709,Washing Machine,Home Appliance,100.0,6,USD,"к. Великий Устюг, наб. Шоссейная, д. 3 к. 278, 030911",Karaganda,Kazakhstan
3400251,2024-02-08T00:00:00,Delivered,707,Акулина Захаровна Соловьева,kondrativoronov@example.org,Georgia,Batumi,8 (391) 638-32-54,1980-05-26,"д. Кизляр, ул. Студенческая, д. 4 к. 3, 964283",1621,Microwave,Kitchen,25.0,3,USD,"д. Кизляр, ул. Студенческая, д. 4 к. 3, 964283",Batumi,Georgia
3595447,2024-01-24T00:00:00,Delivered,12083,Валентина Степановна Кузнецова,smirnovaivanna@example.org,Uzbekistan,Bukhara,87009574593,1962-03-26,"п. Краснодар, пр. Краснофлотский, д. 314 стр. 6/4, 821534",9586,T-shirt,Clothing,8.5,9,USD,"п. Краснодар, пр. Краснофлотский, д. 314 стр. 6/4, 821534",Bukhara,Uzbekistan
2067912,2024-01-24T00:00:00,Shipped,22540,Аксенов Филарет Валерианович,bnovikova@example.com,Kyrgyzstan,Karakol,+7 (739) 631-04-45,1976-06-25,"д. Уфа, ш. Азовское, д. 3, 632930",1697,Book B,Books,5.49,6,USD,"д. Уфа, ш. Азовское, д. 3, 632930",Karakol,Kyrgyzstan
8071546,2024-03-20T00:00:00,Pending,40246,Беляева Ольга Владимировна,vsamolov@example.org,Belarus,Gomel,+7 233 645 15 69,1996-07-22,"ст. Балтийск, алл. Зеленая, д. 449 к. 3/3, 936590",749,Book A,Books,4.99,4,USD,"ст. Балтийск, алл. Зеленая, д. 449 к. 3/3, 936590",Gomel,Belarus
2363899,2024-09-03T00:00:00,Pending,4345,Волков Мирослав Ильясович,larisa71@example.net,Uzbekistan,Andijan,+71111581989,1980-02-25,"к. Домбай, наб. Пограничная, д. 4, 489656",352,Washing Machine,Home Appliance,100.0,10,USD,"к. Домбай, наб. Пограничная, д. 4, 489656",Andijan,Uzbekistan
3878827,2024-08-13T00:00:00,Shipped,13072,Добромысл Игнатович Мамонтов,stepan1972@example.net,Kazakhstan,Shymkent,8 864 737 6720,1969-09-10,"г. Самара, ул. Курчатова, д. 6/2 к. 58, 726279",7549,Washing Machine,Home Appliance,100.0,9,USD,"г. Самара, ул. Курчатова, д. 6/2 к. 58, 726279",Shymkent,Kazakhstan
7969888,2024-07-22T00:00:00,Delivered,16244,Маслов Марк Давидович,mechislav_1984@example.org,Kyrgyzstan,Tokmok,8 459 819 7024,1991-06-08,"к. Тольятти, пр. Слободской, д. 19 к. 4/7, 922818",6779,Book A,Books,4.99,8,USD,"к. Тольятти, пр. Слободской, д. 19 к. 4/7, 922818",Tokmok,Kyrgyzstan
4890848,2024-06-21T00:00:00,Shipped,14799,Федосеев Тимофей Владиславович,tarasovosip@example.com,Kyrgyzstan,Bishkek,+7 681 827 23 26,1978-01-21,"п. Туруханск, ул. Магистральная, д. 85, 189673",7253,Book A,Books,4.99,3,USD,"п. Туруханск, ул. Магистральная, д. 85, 189673",Bishkek,Kyrgyzstan
2658305,2024-09-24T00:00:00,Pending,21293,Виктория Вячеславовна Сидорова,antonin_34@example.net,Uzbekistan,Andijan,8 035 076 47 08,2001-12-14,"г. Холмогоры, бул. Технический, д. 2/8, 498742",4049,T-shirt,Clothing,8.5,5,USD,"г. Холмогоры, бул. Технический, д. 2/8, 498742",Andijan,Uzbekistan
6296868,2024-06-14T00:00:00,Pending,6218,Анжела Альбертовна Белозерова,aleksekolesnikov@example.net,Kazakhstan,Almaty,8 (280) 079-8137,1978-02-09,"п. Чулым, ш. Баумана, д. 101 к. 8, 703464",1556,Microwave,Kitchen,25.0,5,USD,"п. Чулым, ш. Баумана, д. 101 к. 8, 703464",Almaty,Kazakhstan
4390049,2024-12-21T00:00:00,Shipped,15781,Евсеев Радован Харламович,potap_95@example.com,Kazakhstan,Aktobe,+7 (935) 018-07-61,2001-09-19,"с. Шали, наб. Сахалинская, д. 2/3 к. 1/8, 149169",8447,T-shirt,Clothing,8.5,10,USD,"с. Шали, наб. Сахалинская, д. 2/3 к. 1/8, 149169",Aktobe,Kazakhstan
3123863,2024-04-27T00:00:00,Shipped,42494,Рябова Кира Богдановна,sila_18@example.net,Georgia,Tbilisi,+7 (417) 203-5537,1967-05-28,"д. Тюмень, ш. Николаева, д. 673 к. 6/5, 540677",7017,T-shirt,Clothing,8.5,1,USD,"д. Тюмень, ш. Николаева, д. 673 к. 6/5, 540677",Tbilisi,Georgia
5067258,2024-08-08T00:00:00,Pending,32672,Фаина Александровна Ширяева,foma2009@example.net,Kyrgyzstan,Bishkek,+7 (239) 689-6390,2001-02-24,"клх Луховицы, пр. Южный, д. 8 стр. 562, 380958",7578,Book A,Books,4.99,2,USD,"клх Луховицы, пр. Южный, д. 8 стр. 562, 380958",Bishkek,Kyrgyzstan
6680616,2024-03-14T00:00:00,Pending,4427,Бирюков Юлиан Глебович,antip_90@example.org,Kazakhstan,Karaganda,86677585501,1974-12-08,"п. Диксон, пер. Стадионный, д. 6, 110102",8455,Microwave,Kitchen,25.0,3,USD,"п. Диксон, пер. Стадионный, д. 6, 110102",Karaganda,Kazakhstan
8443697,2024-10-20T00:00:00,Delivered,7495,Горбунов Владлен Антонович,agata_2015@example.org,Belarus,Mogilev,8 (337) 748-5092,1974-11-10,"г. Диксон, бул. Полевой, д. 4, 019993",7283,T-shirt,Clothing,8.5,2,USD,"г. Диксон, бул. Полевой, д. 4, 019993",Mogilev,Belarus
7114080,2024-12-18T00:00:00,Shipped,30518,Филиппов Орест Давидович,varlaam16@example.net,Kyrgyzstan,Jalal-Abad,8 (035) 668-1694,1999-04-01,"д. Ханты-Мансийск, ш. Ульянова, д. 5/4 стр. 4/4, 993939",6335,Microwave,Kitchen,25.0,2,USD,"д. Ханты-Мансийск, ш. Ульянова, д. 5/4 стр. 4/4, 993939",Jalal-Abad,Kyrgyzstan
2790074,2024-04-24T00:00:00,Delivered,34619,Прасковья Павловна Гурьева,tihon_45@example.org,Russia,Novosibirsk,+77523422729,1981-05-19,"г. Иваново, ул. Макарова, д. 8/9 стр. 5/1, 092370",1071,Book B,Books,5.49,6,USD,"г. Иваново, ул. Макарова, д. 8/9 стр. 5/1, 092370",Novosibirsk,Russia
2308116,2024-10-14T00:00:00,Shipped,19819,Родионов Карл Яковлевич,beljaevmihail@example.com,Russia,Novosibirsk,+70027280375,1998-08-28,"клх Мончегорск, ш. Каштановое, д. 2 стр. 940, 820004",9183,Book A,Books,4.99,9,USD,"клх Мончегорск, ш. Каштановое, д. 2 стр. 940, 820004",Novosibirsk,Russia
7269479,2024-08-09T00:00:00,Pending,6601,Спартак Жоресович Борисов,anzhelika_1973@example.com,Georgia,Zugdidi,8 168 344 6436,1968-08-16,"с. Эльбрус, пр. Казанский, д. 229, 279184",509,Microwave,Kitchen,25.0,2,USD,"с. Эльбрус, пр. Казанский, д. 229, 279184",Zugdidi,Georgia
3018585,2024-03-09T00:00:00,Delivered,8058,Лукин Сергей Ефимович,fominavarvara@example.com,Uzbekistan,Bukhara,+7 502 358 5489,1993-11-06,"д. Минусинск, пер. Чкалова, д. 553, 648557",1110,Book A,Books,4.99,9,USD,"д. Минусинск, пер. Чкалова, д. 553, 648557",Bukhara,Uzbekistan
3574880,2024-04-21T00:00:00,Delivered,33385,Мария Рудольфовна Горбунова,aaksenov@example.net,Kyrgyzstan,Karakol,+7 (499) 338-86-07,1969-07-11,"к. Нягань, бул. Заозерный, д. 9/1 к. 387, 788161",8785,Microwave,Kitchen,25.0,6,USD,"к. Нягань, бул. Заозерный, д. 9/1 к. 387, 788161",Karakol,Kyrgyzstan
6632543,2024-02-26T00:00:00,Delivered,47247,Анна Олеговна Доронина,anna_1976@example.net,Kazakhstan,Shymkent,8 (840) 926-0314,1986-04-25,"д. Железногорск(Курск.), алл. 8 Марта, д. 3 стр. 20, 490230",2180,Microwave,Kitchen,25.0,10,USD,"д. Железногорск(Курск.), алл. 8 Марта, д. 3 стр. 20, 490230",Shymkent,Kazakhstan
5934853,2024-10-20T00:00:00,Shipped,26967,Ирина Тарасовна Тимофеева,ivanna2005@example.org,Russia,Nizhny Novgorod,8 (494) 709-0443,1965-01-06,"клх Кажим, бул. Таежный, д. 5 к. 28, 790037",3374,Microwave,Kitchen,25.0,4,USD,"клх Кажим, бул. Таежный, д. 5 к. 28, 790037",Nizhny Novgorod,Russia
9723811,2024-07-12T00:00:00,Shipped,42635,Одинцов Евсей Валерьевич,terentivinogradov@example.com,Georgia,Rustavi,8 739 877 16 36,1992-12-21,"клх Белый Яр (Томск.), алл. Кубанская, д. 8, 950569",1678,Washing Machine,Home Appliance,100.0,7,USD,"клх Белый Яр (Томск.), алл. Кубанская, д. 8, 950569",Rustavi,Georgia
6627083,2024-10-23T00:00:00,Pending,34120,Степан Витальевич Цветков,antonina_49@example.net,Kazakhstan,Shymkent,8 064 929 2672,1971-04-27,"клх Киржач, пр. Дачный, д. 4 стр. 1/9, 897374",3906,Book A,Books,4.99,7,USD,"клх Киржач, пр. Дачный, д. 4 стр. 1/9, 897374",Shymkent,Kazakhstan
1329469,2024-10-19T00:00:00,Pending,23329,Лука Тимурович Лыткин,bazhen_1984@example.org,Kyrgyzstan,Jalal-Abad,+7 377 173 63 71,1980-02-02,"клх Амурск, пр. Российский, д. 2 к. 85, 677782",5230,Book B,Books,5.49,5,USD,"клх Амурск, пр. Российский, д. 2 к. 85, 677782",Jalal-Abad,Kyrgyzstan
4143059,2024-01-07T00:00:00,Shipped,36757,Михеев Наркис Власович,antonovterenti@example.org,Kazakhstan,Almaty,+7 (896) 912-5989,1969-08-14,"д. Муром, ул. Кедровая, д. 69 стр. 601, 969387",6350,T-shirt,Clothing,8.5,4,USD,"д. Муром, ул. Кедровая, д. 69 стр. 601, 969387",Almaty,Kazakhstan
8062086,2024-06-21T00:00:00,Shipped,49200,Кузьмин Денис Ефремович,mir_1992@example.com,Uzbekistan,Tashkent,+7 957 763 12 47,1978-07-03,"п. Псков, пер. Островского, д. 5 к. 859, 907547",2005,Washing Machine,Home Appliance,100.0,5,USD,"п. Псков, пер. Островского, д. 5 к. 859, 907547",Tashkent,Uzbekistan
2847623,2024-05-19T00:00:00,Pending,19563,Елизавета Вадимовна Суворова,evdokimovaantonina@example.net,Kazakhstan,Astana,8 830 529 2251,1974-06-24,"с. Нарьян-Мар, ш. Буденного, д. 110, 037808",60,Book B,Books,5.49,8,USD,"с. Нарьян-Мар, ш. Буденного, д. 110, 037808",Astana,Kazakhstan
9486452,2024-01-26T00:00:00,Pending,16322,Кузьмин Кузьма Харлампович,radovan_1997@example.com,Kyrgyzstan,Osh,8 (143) 984-2785,1982-08-08,"ст. Томари, наб. Коммунистическая, д. 614 к. 8, 800239",2233,Book B,Books,5.49,4,USD,"ст. Томари, наб. Коммунистическая, д. 614 к. 8, 800239",Osh,Kyrgyzstan
6886201,2024-12-12T00:00:00,Delivered,3708,Владлен Бориславович Петров,iribakova@example.org,Uzbekistan,Samarkand,+7 (201) 668-3185,1979-04-05,"к. Учалы, ш. Дружба, д. 60 к. 95, 278988",9234,Book B,Books,5.49,8,USD,"к. Учалы, ш. Дружба, д. 60 к. 95, 278988",Samarkand,Uzbekistan
1783307,2024-05-03T00:00:00,Shipped,23169,Гордеев Всеволод Матвеевич,zinovi_1998@example.org,Uzbekistan,Bukhara,8 126 018 2273,1983-05-16,"клх Югорск, ш. Братское, д. 791, 082734",7478,Washing Machine,Home Appliance,100.0,10,USD,"клх Югорск, ш. Братское, д. 791, 082734",Bukhara,Uzbekistan
7205760,2024-01-23T00:00:00,Shipped,6362,Валентина Михайловна Афанасьева,golubevasinklitikija@example.com,Kazakhstan,Aktobe,+78398209869,1998-10-30,"г. Тура, наб. Достоевского, д. 5, 471279",4701,Washing Machine,Home Appliance,100.0,5,USD,"г. Тура, наб. Достоевского, д. 5, 471279",Aktobe,Kazakhstan
9663830,2024-02-19T00:00:00,Shipped,10780,Бобылева Евдокия Феликсовна,lukjanhohlov@example.org,Kyrgyzstan,Osh,+7 (266) 763-6340,1963-12-23,"клх Сыктывкар, наб. Гончарова, д. 3, 949577",9255,Washing Machine,Home Appliance,100.0,3,USD,"клх Сыктывкар, наб. Гончарова, д. 3, 949577",Osh,Kyrgyzstan
3079322,2024-07-25T00:00:00,Shipped,37743,Кондратьева Вероника Федоровна,suhanovaklavdija@example.org,Belarus,Mogilev,+77755456441,1986-12-30,"к. Кыштым, пер. Терешковой, д. 80, 639719",1407,Book A,Books,4.99,10,USD,"к. Кыштым, пер. Терешковой, д. 80, 639719",Mogilev,Belarus
2246638,2024-06-19T00:00:00,Pending,35631,Лобанов Антонин Елизарович,nestor04@example.org,Kyrgyzstan,Osh,8 (727) 533-3955,1976-10-13,"п. Джубга, наб. Розы Люксембург, д. 6/3, 415110",2830,T-shirt,Clothing,8.5,8,USD,"п. Джубга, наб. Розы Люксембург, д. 6/3, 415110",Osh,Kyrgyzstan
